Station;Fuseau;Chronique;unite
PIZ;UTC+00;HT;cm
DateHeure;valeur;qualite
29/07/2024 15:30;48.6;v
29/07/2024 16:25;48.4;v
29/07/2024 17:10;48.4;v
29/07/2024 17:20;48.2;v
29/07/2024 19:40;48.2;v
29/07/2024 19:45;48.0;v
29/07/2024 20:00;48.1;v
29/07/2024 21:15;47.8;v
29/07/2024 23:05;47.9;v
29/07/2024 23:50;47.7;v
30/07/2024 00:15;47.8;v
30/07/2024 00:25;47.7;v
30/07/2024 01:20;47.8;v
30/07/2024 01:55;47.6;v
30/07/2024 02:15;47.8;v
30/07/2024 03:25;47.5;v
30/07/2024 05:15;47.6;v
30/07/2024 05:35;47.7;v
30/07/2024 05:45;47.6;v
30/07/2024 06:00;47.6;v
30/07/2024 06:05;47.8;v
30/07/2024 06:20;47.6;v
30/07/2024 06:35;47.8;v
30/07/2024 08:05;47.9;v
30/07/2024 08:35;48.0;v
30/07/2024 08:45;48.3;v
30/07/2024 08:50;48.2;v
30/07/2024 09:05;48.4;v
30/07/2024 09:30;48.2;v
30/07/2024 09:45;48.4;v
30/07/2024 10:25;48.3;v
30/07/2024 10:50;48.5;v
30/07/2024 11:20;48.4;v
30/07/2024 11:25;48.2;v
30/07/2024 11:40;48.3;v
30/07/2024 11:45;48.2;v
30/07/2024 11:50;48.4;v
30/07/2024 12:55;48.2;v
30/07/2024 13:10;48.3;v
30/07/2024 13:15;48.2;v
30/07/2024 13:30;48.3;v
30/07/2024 13:35;48.2;v
30/07/2024 13:45;48.3;v
30/07/2024 13:50;48.2;v
30/07/2024 14:10;48.3;v
30/07/2024 14:15;48.1;v
30/07/2024 14:35;48.1;v
30/07/2024 14:55;48.3;v
30/07/2024 15:00;48.5;v
30/07/2024 15:20;48.3;v
30/07/2024 15:25;48.5;v
30/07/2024 15:30;48.2;v
30/07/2024 16:20;47.8;v
30/07/2024 17:35;48.1;v
30/07/2024 17:50;47.9;v
30/07/2024 18:05;48.1;v
30/07/2024 18:30;47.8;v
30/07/2024 18:55;48.0;v
30/07/2024 19:00;47.8;v
30/07/2024 19:25;47.9;v
30/07/2024 20:15;47.8;v
30/07/2024 21:20;47.8;v
30/07/2024 22:00;47.7;v
30/07/2024 22:05;47.6;v
30/07/2024 22:25;47.8;v
30/07/2024 22:45;47.6;v
30/07/2024 23:00;47.7;v
30/07/2024 23:20;47.5;v
31/07/2024 03:50;47.5;v
31/07/2024 06:25;47.8;v
31/07/2024 08:25;47.8;v
31/07/2024 08:40;47.9;v
31/07/2024 08:50;47.8;v
31/07/2024 09:25;48.0;v
31/07/2024 09:50;47.9;v
31/07/2024 10:35;48.1;v
31/07/2024 11:05;47.9;v
31/07/2024 11:10;48.0;v
31/07/2024 11:20;47.9;v
31/07/2024 11:30;48.1;v
31/07/2024 11:40;47.9;v
31/07/2024 11:50;48.1;v
31/07/2024 12:10;48.2;v
31/07/2024 12:55;48.0;v
31/07/2024 14:20;48.2;v
31/07/2024 15:20;47.9;v
31/07/2024 15:40;48.0;v
31/07/2024 15:50;47.9;v
31/07/2024 16:10;48.0;v
31/07/2024 16:25;47.7;v
31/07/2024 16:30;48.0;v
31/07/2024 16:35;48.1;v
31/07/2024 17:15;48.1;v
31/07/2024 17:20;48.0;v
31/07/2024 17:50;48.1;v
31/07/2024 18:00;48.0;v
31/07/2024 18:10;47.6;v
31/07/2024 18:15;48.4;v
31/07/2024 18:20;48.7;v
31/07/2024 18:25;48.7;v
31/07/2024 18:30;49.9;v
31/07/2024 18:35;50.8;v
31/07/2024 18:40;52.3;v
31/07/2024 18:50;52.3;v
31/07/2024 18:55;52.7;v
31/07/2024 19:00;53.1;v
31/07/2024 19:10;55.3;v
31/07/2024 19:20;55.3;v
31/07/2024 19:25;56.0;v
31/07/2024 19:35;56.5;v
31/07/2024 19:40;57.0;v
31/07/2024 19:45;58.6;v
31/07/2024 19:50;62.1;v
31/07/2024 19:55;66.7;v
31/07/2024 20:00;69.2;v
31/07/2024 20:05;69.9;v
31/07/2024 20:10;69.7;v
31/07/2024 20:15;69.8;v
31/07/2024 20:20;70.4;v
31/07/2024 20:25;71.4;v
31/07/2024 20:40;72.4;v
31/07/2024 20:50;72.6;v
31/07/2024 21:00;73.3;v
31/07/2024 21:05;73.5;v
31/07/2024 21:15;72.7;v
31/07/2024 21:30;70.7;v
31/07/2024 21:45;69.1;v
31/07/2024 22:05;67.4;v
31/07/2024 22:25;65.4;v
31/07/2024 22:35;64.6;v
31/07/2024 22:40;64.4;v
31/07/2024 23:10;62.3;v
31/07/2024 23:20;61.5;v
31/07/2024 23:30;61.0;v
31/07/2024 23:40;60.2;v
01/08/2024 00:05;58.8;v
01/08/2024 00:45;57.0;v
01/08/2024 01:05;56.5;v
01/08/2024 01:15;56.0;v
01/08/2024 01:30;55.5;v
01/08/2024 02:15;54.4;v
01/08/2024 02:50;53.8;v
01/08/2024 03:05;53.7;v
01/08/2024 03:35;53.1;v
01/08/2024 04:20;52.5;v
01/08/2024 05:05;52.3;v
01/08/2024 05:10;52.1;v
01/08/2024 05:15;52.2;v
01/08/2024 05:35;52.1;v
01/08/2024 06:50;51.3;v
01/08/2024 08:25;51.1;v
01/08/2024 08:50;50.8;v
01/08/2024 09:20;50.2;v
01/08/2024 09:50;49.9;v
01/08/2024 10:05;50.1;v
01/08/2024 10:50;49.8;v
01/08/2024 12:20;49.8;v
01/08/2024 12:35;49.6;v
01/08/2024 13:05;49.8;v
01/08/2024 13:45;49.7;v
01/08/2024 13:55;49.6;v
01/08/2024 14:00;49.7;v
01/08/2024 14:10;49.6;v
01/08/2024 14:35;49.7;v
01/08/2024 15:15;49.5;v
01/08/2024 15:25;49.6;v
01/08/2024 16:00;49.4;v
01/08/2024 16:05;49.2;v
01/08/2024 16:25;49.3;v
01/08/2024 16:40;49.1;v
01/08/2024 18:05;49.1;v
01/08/2024 18:45;49.2;v
01/08/2024 18:50;49.4;v
01/08/2024 19:05;49.4;v
01/08/2024 19:35;49.4;v
01/08/2024 19:55;49.2;v
01/08/2024 20:55;49.1;v
01/08/2024 21:00;48.9;v
01/08/2024 21:10;49.0;v
01/08/2024 21:15;48.9;v
02/08/2024 00:05;48.8;v
02/08/2024 00:10;48.6;v
02/08/2024 00:15;48.7;v
02/08/2024 00:50;48.5;v
02/08/2024 01:30;48.6;v
02/08/2024 02:20;48.5;v
02/08/2024 02:30;48.7;v
02/08/2024 03:05;48.5;v
02/08/2024 03:50;48.7;v
02/08/2024 04:05;48.5;v
02/08/2024 04:15;48.7;v
02/08/2024 04:45;48.6;v
02/08/2024 05:00;48.7;v
02/08/2024 05:05;48.6;v
02/08/2024 05:10;48.7;v
02/08/2024 05:15;48.6;v
02/08/2024 05:50;48.8;v
02/08/2024 06:05;48.7;v
02/08/2024 08:00;48.9;v
02/08/2024 08:15;49.1;v
02/08/2024 09:05;48.9;v
02/08/2024 10:05;49.0;v
02/08/2024 10:10;48.9;v
02/08/2024 10:40;49.0;v
02/08/2024 11:00;48.9;v
02/08/2024 11:05;49.1;v
02/08/2024 11:30;48.9;v
02/08/2024 11:35;49.1;v
02/08/2024 11:40;49.0;v
02/08/2024 12:00;49.1;v
02/08/2024 13:40;49.0;v
02/08/2024 14:30;49.2;v
02/08/2024 16:05;49.2;v
02/08/2024 17:55;49.0;v
02/08/2024 19:10;48.7;v
02/08/2024 19:20;48.8;v
02/08/2024 19:45;48.5;v
02/08/2024 20:10;48.6;v
02/08/2024 22:00;48.1;v
02/08/2024 22:30;48.3;v
02/08/2024 22:35;48.1;v
03/08/2024 00:05;48.1;v
03/08/2024 05:00;48.1;v
03/08/2024 06:30;48.4;v
03/08/2024 06:45;48.3;v
03/08/2024 06:55;48.4;v
03/08/2024 07:50;48.5;v
03/08/2024 09:25;48.5;v
03/08/2024 09:30;48.6;v
03/08/2024 10:35;48.4;v
03/08/2024 11:15;48.1;v
03/08/2024 12:10;48.1;v
03/08/2024 12:20;48.3;v
03/08/2024 12:25;48.1;v
03/08/2024 13:10;48.1;v
03/08/2024 13:40;48.2;v
03/08/2024 13:50;48.1;v
03/08/2024 18:00;48.1;v
03/08/2024 18:25;47.9;v
03/08/2024 18:35;48.0;v
03/08/2024 18:45;47.8;v
03/08/2024 19:15;48.0;v
03/08/2024 19:45;47.8;v
03/08/2024 21:50;47.8;v
03/08/2024 23:45;47.9;v
04/08/2024 01:00;47.8;v
04/08/2024 01:05;47.9;v
04/08/2024 01:20;47.8;v
04/08/2024 03:45;47.8;v
04/08/2024 03:50;47.7;v
04/08/2024 03:55;47.8;v
04/08/2024 04:55;47.8;v
04/08/2024 07:25;47.8;v
04/08/2024 08:05;48.0;v
04/08/2024 08:10;47.8;v
04/08/2024 08:45;48.1;v
04/08/2024 09:40;48.0;v
04/08/2024 10:30;48.2;v
04/08/2024 11:40;48.1;v
04/08/2024 11:45;48.3;v
04/08/2024 12:00;48.1;v
04/08/2024 16:30;48.1;v
04/08/2024 17:40;47.9;v
04/08/2024 18:30;48.1;v
04/08/2024 18:50;47.9;v
04/08/2024 19:05;48.1;v
04/08/2024 19:30;47.8;v
04/08/2024 19:45;47.9;v
04/08/2024 19:50;47.8;v
04/08/2024 20:45;47.8;v
04/08/2024 21:50;47.9;v
05/08/2024 00:10;47.8;v
05/08/2024 00:35;47.7;v
05/08/2024 00:40;47.8;v
05/08/2024 00:50;47.6;v
05/08/2024 01:15;47.7;v
05/08/2024 01:20;47.6;v
05/08/2024 01:50;47.7;v
05/08/2024 01:55;47.6;v
05/08/2024 02:25;47.6;v
05/08/2024 02:40;47.7;v
05/08/2024 02:50;47.6;v
05/08/2024 03:20;47.7;v
05/08/2024 04:00;47.6;v
05/08/2024 05:20;47.8;v
05/08/2024 05:25;47.6;v
05/08/2024 05:35;47.8;v
05/08/2024 08:50;47.9;v
05/08/2024 09:00;48.0;v
05/08/2024 09:30;47.9;v
05/08/2024 09:40;48.1;v
05/08/2024 10:10;48.1;v
05/08/2024 12:40;48.1;v
05/08/2024 13:30;47.9;v
05/08/2024 13:35;48.0;v
05/08/2024 13:50;48.0;v
05/08/2024 13:55;47.8;v
05/08/2024 14:00;47.9;v
05/08/2024 15:15;47.8;v
05/08/2024 15:40;47.9;v
05/08/2024 17:25;47.7;v
05/08/2024 17:40;47.8;v
05/08/2024 17:55;47.7;v
05/08/2024 18:00;47.8;v
05/08/2024 18:10;47.7;v
05/08/2024 18:30;47.8;v
05/08/2024 18:55;47.6;v
05/08/2024 19:35;47.6;v
05/08/2024 19:40;47.7;v
05/08/2024 20:00;47.5;v
05/08/2024 20:05;47.7;v
05/08/2024 21:05;47.5;v
06/08/2024 00:05;47.5;v
06/08/2024 00:30;47.3;v
06/08/2024 00:40;47.4;v
06/08/2024 00:50;47.1;v
06/08/2024 02:00;47.1;v
06/08/2024 02:05;47.0;v
06/08/2024 03:10;47.2;v
06/08/2024 03:15;47.0;v
06/08/2024 04:20;47.1;v
06/08/2024 05:15;47.3;v
06/08/2024 05:50;47.2;v
06/08/2024 06:15;47.4;v
06/08/2024 06:35;47.2;v
06/08/2024 06:45;47.4;v
06/08/2024 06:55;47.3;v
06/08/2024 07:00;47.5;v
06/08/2024 07:15;47.3;v
06/08/2024 07:50;47.5;v
06/08/2024 11:05;47.5;v
06/08/2024 12:10;47.8;v
06/08/2024 12:35;47.6;v
06/08/2024 13:25;47.5;v
06/08/2024 17:25;47.5;v
06/08/2024 18:10;47.4;v
06/08/2024 18:15;47.3;v
06/08/2024 18:40;47.5;v
06/08/2024 18:50;47.3;v
06/08/2024 19:00;47.4;v
06/08/2024 19:30;47.3;v
06/08/2024 19:55;47.5;v
06/08/2024 21:15;47.5;v
06/08/2024 21:20;47.3;v
06/08/2024 21:40;47.3;v
06/08/2024 21:45;47.2;v
06/08/2024 21:50;47.3;v
06/08/2024 22:05;47.2;v
06/08/2024 23:20;47.1;v
06/08/2024 23:25;46.9;v
06/08/2024 23:40;47.1;v
07/08/2024 00:15;46.8;v
07/08/2024 00:30;46.9;v
07/08/2024 00:40;46.8;v
07/08/2024 03:55;46.8;v
07/08/2024 04:05;46.6;v
07/08/2024 04:25;46.8;v
07/08/2024 07:15;46.9;v
07/08/2024 07:40;47.1;v
07/08/2024 09:00;47.1;v
07/08/2024 09:55;47.4;v
07/08/2024 10:25;47.3;v
07/08/2024 10:30;47.4;v
07/08/2024 10:35;47.3;v
07/08/2024 10:40;47.4;v
07/08/2024 11:00;47.5;v
07/08/2024 11:35;47.4;v
07/08/2024 12:20;47.5;v
07/08/2024 13:10;47.3;v
07/08/2024 13:15;47.4;v
07/08/2024 13:20;47.3;v
07/08/2024 13:45;47.3;v
07/08/2024 13:50;47.2;v
07/08/2024 14:10;47.4;v
07/08/2024 14:20;47.2;v
07/08/2024 14:35;47.4;v
07/08/2024 15:00;47.2;v
07/08/2024 15:05;47.4;v
07/08/2024 15:10;47.2;v
07/08/2024 15:25;47.3;v
07/08/2024 15:30;47.2;v
07/08/2024 16:10;47.2;v
07/08/2024 16:20;47.4;v
07/08/2024 16:30;47.2;v
07/08/2024 16:40;47.3;v
07/08/2024 16:45;47.2;v
07/08/2024 17:05;47.2;v
07/08/2024 17:10;47.1;v
07/08/2024 17:50;47.2;v
07/08/2024 19:20;47.1;v
07/08/2024 19:25;47.0;v
07/08/2024 19:40;47.1;v
07/08/2024 20:25;47.1;v
07/08/2024 20:40;46.9;v
07/08/2024 20:55;47.1;v
07/08/2024 21:55;46.8;v
07/08/2024 22:35;46.9;v
07/08/2024 23:30;46.8;v
08/08/2024 00:00;46.9;v
08/08/2024 01:00;46.8;v
08/08/2024 01:05;46.7;v
08/08/2024 01:10;46.8;v
08/08/2024 02:10;46.7;v
08/08/2024 02:15;46.8;v
08/08/2024 02:20;46.6;v
08/08/2024 02:25;46.8;v
08/08/2024 02:40;46.5;v
08/08/2024 02:55;46.7;v
08/08/2024 04:20;46.5;v
08/08/2024 05:10;46.8;v
08/08/2024 07:15;46.8;v
08/08/2024 08:35;47.0;v
08/08/2024 09:00;46.9;v
08/08/2024 09:15;47.0;v
08/08/2024 09:20;46.9;v
08/08/2024 09:25;47.1;v
08/08/2024 09:30;46.9;v
08/08/2024 09:40;46.9;v
08/08/2024 09:50;47.0;v
08/08/2024 09:55;46.9;v
08/08/2024 10:00;47.0;v
08/08/2024 10:35;47.0;v
08/08/2024 10:50;47.2;v
08/08/2024 10:55;47.0;v
08/08/2024 12:10;47.1;v
08/08/2024 12:35;47.0;v
08/08/2024 12:40;47.1;v
08/08/2024 13:35;46.9;v
08/08/2024 13:45;47.1;v
08/08/2024 14:00;46.9;v
08/08/2024 14:15;47.0;v
08/08/2024 14:20;46.9;v
08/08/2024 14:25;47.1;v
08/08/2024 14:35;46.9;v
08/08/2024 14:45;47.0;v
08/08/2024 15:20;46.8;v
08/08/2024 16:40;46.8;v
08/08/2024 16:50;47.0;v
08/08/2024 18:05;46.7;v
08/08/2024 19:10;46.8;v
08/08/2024 19:15;46.6;v
08/08/2024 19:30;46.8;v
08/08/2024 20:00;46.6;v
08/08/2024 20:05;46.7;v
08/08/2024 20:35;46.8;v
08/08/2024 20:40;46.6;v
08/08/2024 22:10;46.5;v
09/08/2024 01:05;46.5;v
09/08/2024 01:35;46.3;v
09/08/2024 01:40;46.4;v
09/08/2024 02:30;46.4;v
09/08/2024 02:35;46.2;v
09/08/2024 02:45;46.4;v
09/08/2024 02:55;46.2;v
09/08/2024 03:00;46.4;v
09/08/2024 03:35;46.3;v
09/08/2024 03:50;46.3;v
09/08/2024 03:55;46.4;v
09/08/2024 04:15;46.2;v
09/08/2024 04:55;46.4;v
09/08/2024 05:15;46.3;v
09/08/2024 05:35;46.4;v
09/08/2024 05:45;46.3;v
09/08/2024 06:05;46.5;v
09/08/2024 06:25;46.4;v
09/08/2024 08:35;46.5;v
09/08/2024 08:50;46.6;v
09/08/2024 10:20;46.6;v
09/08/2024 10:30;46.7;v
09/08/2024 10:50;46.6;v
09/08/2024 11:05;46.8;v
09/08/2024 11:15;46.6;v
09/08/2024 11:50;46.8;v
09/08/2024 12:10;46.6;v
09/08/2024 12:50;46.7;v
09/08/2024 12:55;46.6;v
09/08/2024 13:20;46.8;v
09/08/2024 13:25;46.6;v
09/08/2024 13:40;46.8;v
09/08/2024 13:55;46.6;v
09/08/2024 15:20;46.7;v
09/08/2024 15:40;46.6;v
09/08/2024 15:50;46.7;v
09/08/2024 16:05;46.6;v
09/08/2024 16:15;46.7;v
09/08/2024 16:25;46.5;v
09/08/2024 17:10;46.7;v
09/08/2024 17:20;46.5;v
09/08/2024 22:00;46.5;v
09/08/2024 22:35;46.3;v
09/08/2024 22:40;46.4;v
09/08/2024 22:45;46.2;v
09/08/2024 23:15;46.4;v
09/08/2024 23:30;46.2;v
09/08/2024 23:45;46.4;v
10/08/2024 00:20;46.2;v
10/08/2024 03:25;46.2;v
10/08/2024 03:55;46.1;v
10/08/2024 04:10;46.2;v
10/08/2024 04:40;46.0;v
10/08/2024 04:45;46.2;v
10/08/2024 05:20;46.1;v
10/08/2024 08:30;46.2;v
10/08/2024 08:50;46.4;v
10/08/2024 09:05;46.2;v
10/08/2024 09:20;46.5;v
10/08/2024 09:50;46.5;v
10/08/2024 13:20;46.6;v
10/08/2024 19:30;46.5;v
10/08/2024 20:05;46.3;v
10/08/2024 20:15;46.5;v
10/08/2024 20:40;46.3;v
10/08/2024 20:45;46.4;v
10/08/2024 21:00;46.2;v
10/08/2024 21:15;46.3;v
10/08/2024 21:50;46.2;v
11/08/2024 00:15;46.2;v
11/08/2024 04:05;46.0;v
11/08/2024 04:30;46.1;v
11/08/2024 04:45;45.9;v
11/08/2024 05:20;46.1;v
11/08/2024 05:25;45.9;v
11/08/2024 05:30;46.0;v
11/08/2024 05:45;45.9;v
11/08/2024 06:10;46.1;v
11/08/2024 06:20;45.9;v
11/08/2024 06:25;46.1;v
11/08/2024 06:30;45.9;v
11/08/2024 07:15;46.1;v
11/08/2024 07:50;46.0;v
11/08/2024 08:30;46.2;v
11/08/2024 08:45;46.0;v
11/08/2024 08:50;46.2;v
11/08/2024 09:55;46.2;v
11/08/2024 10:20;46.4;v
11/08/2024 10:40;46.3;v
11/08/2024 10:45;46.4;v
11/08/2024 10:50;46.2;v
11/08/2024 11:00;46.3;v
11/08/2024 11:15;46.2;v
11/08/2024 11:25;46.4;v
11/08/2024 11:45;46.2;v
11/08/2024 13:30;46.5;v
11/08/2024 13:40;46.3;v
11/08/2024 13:50;46.4;v
11/08/2024 14:10;46.2;v
11/08/2024 15:05;46.3;v
11/08/2024 16:05;46.2;v
11/08/2024 16:55;46.3;v
11/08/2024 18:35;46.1;v
11/08/2024 19:00;46.2;v
11/08/2024 19:10;46.0;v
11/08/2024 19:35;46.2;v
11/08/2024 19:45;46.0;v
11/08/2024 20:10;46.2;v
11/08/2024 20:45;46.0;v
11/08/2024 21:25;46.1;v
11/08/2024 21:35;45.9;v
11/08/2024 22:10;46.0;v
11/08/2024 22:40;45.9;v
11/08/2024 22:45;46.1;v
11/08/2024 23:00;45.9;v
11/08/2024 23:20;46.1;v
11/08/2024 23:25;45.9;v
11/08/2024 23:45;46.0;v
11/08/2024 23:50;45.8;v
12/08/2024 00:15;46.0;v
12/08/2024 00:45;45.8;v
12/08/2024 01:05;45.9;v
12/08/2024 02:00;45.7;v
12/08/2024 03:00;45.8;v
12/08/2024 03:10;45.7;v
12/08/2024 03:25;45.8;v
12/08/2024 03:30;45.6;v
12/08/2024 04:10;45.7;v
12/08/2024 04:45;45.5;v
12/08/2024 04:55;45.8;v
12/08/2024 05:05;45.5;v
12/08/2024 05:10;45.7;v
12/08/2024 06:40;45.6;v
12/08/2024 06:45;45.8;v
12/08/2024 06:50;45.6;v
12/08/2024 07:00;45.7;v
12/08/2024 08:00;45.6;v
12/08/2024 08:05;45.8;v
12/08/2024 08:10;45.6;v
12/08/2024 08:45;45.8;v
12/08/2024 10:30;45.8;v
12/08/2024 10:45;46.0;v
12/08/2024 10:55;45.9;v
12/08/2024 11:15;46.1;v
12/08/2024 11:30;45.9;v
12/08/2024 11:40;46.1;v
12/08/2024 11:45;45.9;v
12/08/2024 12:20;45.8;v
12/08/2024 12:45;46.0;v
12/08/2024 13:05;45.8;v
12/08/2024 13:15;46.0;v
12/08/2024 13:35;45.9;v
12/08/2024 13:40;46.0;v
12/08/2024 13:45;45.9;v
12/08/2024 15:05;45.8;v
12/08/2024 15:20;46.1;v
12/08/2024 15:55;45.9;v
12/08/2024 16:35;46.0;v
12/08/2024 18:15;45.4;v
12/08/2024 19:05;45.5;v
12/08/2024 19:35;45.3;v
12/08/2024 19:50;45.4;v
12/08/2024 20:20;45.3;v
12/08/2024 21:05;45.5;v
12/08/2024 21:20;45.3;v
12/08/2024 22:05;45.2;v
12/08/2024 22:15;45.4;v
12/08/2024 22:20;45.3;v
12/08/2024 22:30;45.4;v
12/08/2024 22:35;45.2;v
13/08/2024 00:40;45.3;v
13/08/2024 01:55;45.2;v
13/08/2024 02:00;45.0;v
13/08/2024 02:05;45.2;v
13/08/2024 03:40;45.1;v
13/08/2024 03:50;45.2;v
13/08/2024 04:45;45.0;v
13/08/2024 05:05;45.1;v
13/08/2024 05:25;44.9;v
13/08/2024 05:30;45.1;v
13/08/2024 05:40;45.0;v
13/08/2024 06:00;45.1;v
13/08/2024 06:05;45.0;v
13/08/2024 06:40;45.2;v
13/08/2024 06:55;45.1;v
13/08/2024 10:10;45.2;v
13/08/2024 10:25;45.5;v
13/08/2024 10:30;45.3;v
13/08/2024 10:45;45.5;v
13/08/2024 10:50;45.4;v
13/08/2024 12:20;45.6;v
13/08/2024 13:50;46.0;v
13/08/2024 14:15;45.9;v
13/08/2024 14:55;46.1;v
13/08/2024 15:05;45.9;v
13/08/2024 15:55;46.2;v
13/08/2024 16:15;45.8;v
13/08/2024 16:30;46.1;v
13/08/2024 16:35;46.0;v
13/08/2024 16:40;46.2;v
13/08/2024 19:15;46.2;v
13/08/2024 19:45;47.0;v
13/08/2024 20:10;47.4;v
13/08/2024 20:30;47.1;v
13/08/2024 20:50;47.1;v
13/08/2024 21:00;47.3;v
13/08/2024 21:05;47.5;v
13/08/2024 21:10;46.9;v
13/08/2024 21:15;47.1;v
13/08/2024 21:20;48.3;v
13/08/2024 21:25;49.8;v
13/08/2024 21:30;51.5;v
13/08/2024 21:35;52.4;v
13/08/2024 21:45;51.3;v
13/08/2024 21:50;51.4;v
13/08/2024 21:55;51.2;v
13/08/2024 22:05;50.1;v
13/08/2024 22:15;49.5;v
13/08/2024 22:45;49.1;v
13/08/2024 23:20;48.2;v
13/08/2024 23:30;48.1;v
13/08/2024 23:50;48.9;v
14/08/2024 00:05;49.1;v
14/08/2024 00:30;49.2;v
14/08/2024 01:10;48.7;v
14/08/2024 01:30;48.9;v
14/08/2024 01:40;49.1;v
14/08/2024 01:50;48.9;v
14/08/2024 02:20;48.7;v
14/08/2024 02:25;48.5;v
14/08/2024 03:10;47.9;v
14/08/2024 03:40;47.8;v
14/08/2024 04:10;48.2;v
14/08/2024 04:30;49.1;v
14/08/2024 04:40;49.3;v
14/08/2024 05:15;49.6;v
14/08/2024 05:20;49.8;v
14/08/2024 05:25;50.3;v
14/08/2024 05:40;52.1;v
14/08/2024 05:50;52.6;v
14/08/2024 06:05;53.0;v
14/08/2024 06:30;53.1;v
14/08/2024 06:40;53.3;v
14/08/2024 06:50;53.2;v
14/08/2024 07:10;52.4;v
14/08/2024 07:25;52.2;v
14/08/2024 07:40;52.4;v
14/08/2024 07:50;52.2;v
14/08/2024 08:00;52.3;v
14/08/2024 08:45;52.0;v
14/08/2024 08:50;51.8;v
14/08/2024 09:15;51.8;v
14/08/2024 09:50;51.3;v
14/08/2024 10:30;51.1;v
14/08/2024 10:50;50.8;v
14/08/2024 11:20;50.7;v
14/08/2024 11:30;50.5;v
14/08/2024 11:50;50.4;v
14/08/2024 12:00;50.1;v
14/08/2024 12:40;49.9;v
14/08/2024 15:55;48.8;v
14/08/2024 17:05;48.6;v
14/08/2024 17:10;48.7;v
14/08/2024 17:25;48.5;v
14/08/2024 17:30;48.6;v
14/08/2024 18:40;48.4;v
14/08/2024 19:05;48.2;v
14/08/2024 19:20;48.3;v
14/08/2024 19:30;48.2;v
14/08/2024 19:45;48.3;v
14/08/2024 19:55;48.2;v
14/08/2024 20:20;48.4;v
14/08/2024 20:25;48.2;v
14/08/2024 20:45;48.4;v
14/08/2024 21:30;48.2;v
14/08/2024 21:35;48.3;v
14/08/2024 21:45;48.2;v
14/08/2024 21:50;48.3;v
14/08/2024 22:10;48.1;v
14/08/2024 22:55;48.1;v
14/08/2024 23:50;48.2;v
15/08/2024 00:45;48.1;v
15/08/2024 01:25;48.3;v
15/08/2024 01:50;48.1;v
15/08/2024 02:50;48.1;v
15/08/2024 03:20;48.2;v
15/08/2024 03:45;48.5;v
15/08/2024 04:20;48.6;v
15/08/2024 06:15;48.5;v
15/08/2024 06:20;48.7;v
15/08/2024 06:35;48.6;v
15/08/2024 06:45;48.8;v
15/08/2024 07:25;48.9;v
15/08/2024 08:20;48.9;v
15/08/2024 08:25;49.1;v
15/08/2024 08:35;48.9;v
15/08/2024 08:40;49.1;v
15/08/2024 08:45;48.9;v
15/08/2024 09:00;49.1;v
15/08/2024 10:55;49.1;v
15/08/2024 11:15;48.9;v
15/08/2024 11:20;49.0;v
15/08/2024 12:25;48.8;v
15/08/2024 12:45;48.5;v
15/08/2024 13:50;48.5;v
15/08/2024 14:30;48.1;v
15/08/2024 15:20;48.2;v
15/08/2024 15:25;48.1;v
15/08/2024 16:00;48.1;v
15/08/2024 16:10;47.9;v
15/08/2024 16:25;48.1;v
15/08/2024 16:30;47.9;v
15/08/2024 16:40;47.8;v
15/08/2024 18:10;47.8;v
15/08/2024 18:40;47.6;v
15/08/2024 19:20;47.7;v
15/08/2024 19:30;47.5;v
15/08/2024 20:55;47.6;v
15/08/2024 22:30;47.4;v
15/08/2024 22:40;47.5;v
15/08/2024 22:50;47.3;v
15/08/2024 23:10;47.4;v
15/08/2024 23:30;47.2;v
16/08/2024 00:00;47.2;v
16/08/2024 01:40;47.0;v
16/08/2024 02:05;47.1;v
16/08/2024 02:10;47.0;v
16/08/2024 03:00;47.0;v
16/08/2024 03:05;46.9;v
16/08/2024 03:15;47.0;v
16/08/2024 03:20;46.9;v
16/08/2024 03:25;47.1;v
16/08/2024 03:50;46.9;v
16/08/2024 04:10;47.0;v
16/08/2024 04:15;46.8;v
16/08/2024 04:40;46.9;v
16/08/2024 04:45;47.0;v
16/08/2024 05:10;46.9;v
16/08/2024 05:40;47.0;v
16/08/2024 05:55;46.8;v
16/08/2024 06:05;47.1;v
16/08/2024 06:15;46.9;v
16/08/2024 06:40;46.9;v
16/08/2024 06:50;47.1;v
16/08/2024 07:15;47.0;v
16/08/2024 07:30;47.1;v
16/08/2024 07:35;46.9;v
16/08/2024 07:55;47.1;v
16/08/2024 11:15;47.2;v
16/08/2024 12:10;47.0;v
16/08/2024 15:25;47.1;v
16/08/2024 16:45;46.8;v
16/08/2024 17:00;47.0;v
16/08/2024 17:55;47.2;v
16/08/2024 20:40;47.0;v
16/08/2024 21:00;47.1;v
16/08/2024 22:00;47.0;v
16/08/2024 22:20;47.1;v
16/08/2024 22:25;46.9;v
16/08/2024 22:45;47.0;v
16/08/2024 23:45;46.8;v
17/08/2024 01:20;46.8;v
17/08/2024 01:25;46.7;v
17/08/2024 01:50;46.8;v
17/08/2024 02:00;46.7;v
17/08/2024 02:05;46.8;v
17/08/2024 02:30;46.6;v
17/08/2024 03:30;46.7;v
17/08/2024 03:35;46.5;v
17/08/2024 05:50;46.5;v
17/08/2024 06:55;46.6;v
17/08/2024 07:10;46.8;v
17/08/2024 07:40;46.6;v
